Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index,Region,Income group,Population_Density_Category,AQI_category,Decade,CO2_per_Population,PM_Ratio,Net_Forest_Change_%,Pollution_Health_Impact
Japan,Yokohama,2015,53.52,34.93,50.02,0.85,2.82,6.68,4.53,590.57,9421.71,128.21,38.18,82.61,East Asia & Pacific,High income,Very High,Moderate,2010s,0.013606489003694268,0.6983206717313074,1.9699999999999998,0.6401148188015788
Japan,Yokohama,2015,67.27,27.35,73.39,1.43,2.85,6.91,1.57,843.12,9041.95,117.04,38.07,82.2,East Asia & Pacific,High income,Very High,Moderate,2010s,0.0129426791036111,0.37266657582776946,1.4200000000000002,0.8085336538461537
Japan,Yokohama,2015,43.81,29.14,32.5,0.41,3.45,6.09,1.53,763.24,3021.84,92.46,46.93,83.61,East Asia & Pacific,High income,Very High,Good,2010s,0.030587129983723912,0.8966153846153846,3.04,0.5177874955678998
Japan,Yokohama,2015,15.0,7.79,15.67,0.57,1.41,4.15,1.66,685.37,1824.34,86.39,41.82,85.37,East Asia & Pacific,High income,High,Good,2010s,0.04732816899865231,0.4971282705807275,0.84,0.1736714136853074
Japan,Yokohama,2015,15.0,7.15,14.21,0.57,3.36,6.35,3.99,947.02,3864.63,127.68,45.64,85.89,East Asia & Pacific,High income,Very High,Good,2010s,0.033029544990079235,0.5031667839549613,2.79,0.1726320635285994
Japan,Yokohama,2015,50.71,31.19,45.05,1.29,3.79,3.46,2.6,515.19,2249.52,71.02,47.83,82.65,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03155715123615875,0.6923418423973363,2.5,0.6062163777644949
Japan,Yokohama,2015,16.84,7.26,14.27,0.31,3.62,3.89,3.68,798.06,4707.82,118.71,45.84,85.47,East Asia & Pacific,High income,Very High,Good,2010s,0.025210137571620914,0.508759635599159,3.31,0.19474962414710303
Japan,Yokohama,2015,52.06,28.76,46.38,0.61,1.46,5.53,2.37,405.3,6626.92,111.97,37.14,82.34,East Asia & Pacific,High income,Very High,Moderate,2010s,0.01689368610363432,0.6200948684777922,0.85,0.6246700263978882
Japan,Yokohama,2015,97.27,63.45,78.35,0.67,3.57,6.37,3.14,358.9,8221.76,114.2,41.82,79.23,East Asia & Pacific,High income,Very High,Moderate,2010s,0.013888280820551737,0.8098276962348437,2.9,1.2123893805309733
Japan,Yokohama,2015,15.0,7.82,11.28,0.28,2.23,3.1,3.89,793.79,2152.92,117.18,44.26,85.59,East Asia & Pacific,High income,Very High,Good,2010s,0.054403134749665724,0.6932624113475178,1.95,0.17323016514609077
Japan,Yokohama,2015,56.84,25.79,48.67,0.63,2.95,4.23,1.71,767.89,7280.81,102.43,40.93,82.75,East Asia & Pacific,High income,Very High,Moderate,2010s,0.014066557627842528,0.5298952126566673,2.3200000000000003,0.6786865671641792
Japan,Yokohama,2015,24.29,16.1,26.27,0.3,1.85,5.09,2.42,529.35,6288.35,100.74,38.97,84.44,East Asia & Pacific,High income,Very High,Good,2010s,0.016017553483269335,0.6128663875142749,1.55,0.2842930711610487
Japan,Yokohama,2015,19.7,10.41,20.38,0.26,3.55,2.32,4.92,742.04,7262.0,101.2,43.14,85.17,East Asia & Pacific,High income,Very High,Good,2010s,0.013933636238468952,0.5107948969578018,3.29,0.22861784843913194
Japan,Yokohama,2015,44.53,18.32,43.36,0.98,3.56,5.01,1.1,518.17,9244.25,117.61,40.47,83.07,East Asia & Pacific,High income,Very High,Good,2010s,0.012721127065249723,0.4225092250922509,2.58,0.5296776495777329
Japan,Yokohama,2015,44.07,19.6,39.81,0.11,2.18,3.68,2.79,239.46,3698.13,98.93,42.75,82.54,East Asia & Pacific,High income,Very High,Good,2010s,0.02674412632159454,0.49233860838985183,2.0700000000000003,0.5275317213310988
Japan,Yokohama,2015,65.29,37.92,59.44,0.18,1.76,4.44,3.07,242.04,2311.28,120.33,42.78,81.13,East Asia & Pacific,High income,Very High,Moderate,2010s,0.052039545383777044,0.6379542395693136,1.58,0.7949592110069403
Japan,Yokohama,2015,66.12,45.65,64.44,1.35,3.32,3.04,4.53,224.09,5198.25,124.8,43.41,81.04,East Asia & Pacific,High income,Very High,Moderate,2010s,0.024003462037793914,0.7084109248913718,1.9699999999999998,0.8059483178937104
Japan,Yokohama,2015,61.5,35.66,65.94,1.21,2.75,4.24,4.9,938.02,8504.57,125.98,38.54,82.78,East Asia & Pacific,High income,Very High,Moderate,2010s,0.01481147060102968,0.54079466181377,1.54,0.7340654094055861
Japan,Yokohama,2015,22.32,10.62,21.93,1.23,3.1,5.27,4.96,469.86,1947.67,108.52,46.13,84.45,East Asia & Pacific,High income,High,Good,2010s,0.05568926498586215,0.4842681258549931,1.87,0.26120538326506726
Japan,Yokohama,2015,70.98,32.37,54.62,0.7,3.87,6.57,4.13,488.59,5934.31,133.59,44.97,81.24,East Asia & Pacific,High income,Very High,Moderate,2010s,0.02250767019751285,0.5926400585865983,3.17,0.8630836575875488
Japan,Yokohama,2015,32.44,15.57,25.08,1.25,2.29,3.91,4.16,525.59,7205.71,132.39,38.42,83.89,East Asia & Pacific,High income,Very High,Good,2010s,0.018370379826578284,0.6208133971291867,1.04,0.3821415950053009
Japan,Yokohama,2015,36.32,20.51,38.81,0.6,1.52,4.36,4.37,315.28,5004.43,133.24,38.97,83.21,East Asia & Pacific,High income,Very High,Good,2010s,0.026619091666450236,0.5284720432878124,0.92,0.4313026956418478
Japan,Yokohama,2015,74.92,30.29,80.41,1.5,2.87,6.64,4.55,701.87,7624.85,158.89,39.5,81.41,East Asia & Pacific,High income,Very High,Moderate,2010s,0.020835710117560663,0.3766944409899266,1.37,0.9091129717267322
Japan,Yokohama,2015,39.52,26.34,36.54,0.51,2.03,7.51,4.45,561.63,5989.82,161.16,39.59,83.49,East Asia & Pacific,High income,Very High,Good,2010s,0.02690115877292257,0.7208538587848933,1.5199999999999998,0.46774766244525984
Japan,Yokohama,2015,59.65,26.23,52.39,0.61,3.11,5.15,4.22,273.03,4262.41,105.48,44.46,81.57,East Asia & Pacific,High income,Very High,Moderate,2010s,0.024740759157575745,0.5006680664248903,2.5,0.7224173428606032
Japan,Yokohama,2015,55.52,32.39,46.78,0.54,3.17,6.1,1.62,663.89,4792.13,107.37,44.19,82.63,East Asia & Pacific,High income,Very High,Moderate,2010s,0.022400811160974143,0.6923899102180419,2.63,0.663876599306469
Japan,Yokohama,2015,41.08,25.77,32.52,0.69,2.36,5.34,3.47,715.98,1493.57,124.03,44.89,83.69,East Asia & Pacific,High income,High,Good,2010s,0.0829870798958898,0.7924354243542434,1.67,0.485063171566891
Japan,Yokohama,2015,15.65,9.04,12.05,1.09,3.65,2.12,4.48,239.26,1685.9,79.97,48.17,84.44,East Asia & Pacific,High income,High,Good,2010s,0.047406485268836326,0.7502074688796679,2.5599999999999996,0.1831694756554307
Japan,Yokohama,2015,71.23,33.79,64.03,1.28,1.22,6.24,3.35,349.25,4687.99,111.99,37.7,80.95,East Asia & Pacific,High income,Very High,Moderate,2010s,0.023883608197074423,0.5277213806028423,-0.06000000000000005,0.8691885295912142
Japan,Yokohama,2015,28.02,18.52,20.46,0.54,2.21,4.21,2.84,381.97,6693.89,91.75,39.4,83.9,East Asia & Pacific,High income,Very High,Good,2010s,0.013704482075134916,0.9051808406647116,1.67,0.3300353356890459
Japan,Yokohama,2015,90.06,39.16,84.12,0.28,1.54,2.67,4.13,354.94,7958.11,123.21,36.39,79.71,East Asia & Pacific,High income,Very High,Moderate,2010s,0.01548037406192401,0.46552543984783634,1.26,1.1158468591252635
Japan,Yokohama,2015,48.72,33.4,48.57,1.43,1.07,2.61,3.63,571.06,4300.8,115.47,37.48,82.89,East Asia & Pacific,High income,Very High,Good,2010s,0.02684225208052443,0.6876672843318921,-0.3599999999999999,0.5807605197282155
Japan,Yokohama,2016,15.0,7.25,16.12,0.73,2.9,4.49,2.07,904.1,6196.83,93.79,41.77,85.81,East Asia & Pacific,High income,Very High,Good,2010s,0.015132715805370591,0.4497518610421836,2.17,0.17279115309296164
Japan,Yokohama,2016,49.22,27.05,51.83,0.72,1.45,3.65,4.63,691.29,4185.49,113.06,39.43,83.1,East Asia & Pacific,High income,Very High,Good,2010s,0.027005916650941483,0.5218985143739148,0.73,0.58525564803805
Japan,Yokohama,2016,32.49,18.75,27.63,0.52,3.97,2.86,3.39,620.24,8519.6,84.12,42.85,84.07,East Asia & Pacific,High income,Very High,Good,2010s,0.009872544187029082,0.6786102062975028,3.45,0.381920771129658
Japan,Yokohama,2016,54.34,25.47,39.21,1.08,1.16,4.51,1.74,517.19,8688.59,108.64,33.72,82.41,East Asia & Pacific,High income,Very High,Moderate,2010s,0.012502315989592144,0.6495791889824024,0.07999999999999985,0.6514806378132119
Japan,Yokohama,2016,15.0,9.38,15.59,0.22,3.18,5.14,2.56,710.56,5707.65,92.75,43.61,85.42,East Asia & Pacific,High income,Very High,Good,2010s,0.016247273873858093,0.6016677357280309,2.96,0.17357093265447812
Japan,Yokohama,2016,17.72,10.92,12.9,0.14,2.01,6.67,4.72,833.94,1504.81,128.02,44.37,85.49,East Asia & Pacific,High income,High,Good,2010s,0.08501736606876034,0.8465116279069768,1.8699999999999997,0.20487917678344317
Japan,Yokohama,2016,27.07,18.94,20.15,0.54,3.77,6.94,1.1,818.78,2670.74,88.56,48.09,84.83,East Asia & Pacific,High income,Very High,Good,2010s,0.033146937950549085,0.9399503722084368,3.23,0.3153908889665618
Japan,Yokohama,2016,56.6,26.32,50.32,0.73,1.71,2.55,2.16,663.25,9805.03,74.5,34.59,82.55,East Asia & Pacific,High income,Very High,Moderate,2010s,0.007597366110444288,0.5230524642289348,0.98,0.6774386594853382
Japan,Yokohama,2016,44.8,28.51,33.42,0.14,3.34,3.5,1.62,566.27,9901.07,83.3,39.99,83.15,East Asia & Pacific,High income,Very High,Good,2010s,0.00841238246144493,0.853081986834231,3.1999999999999997,0.5323826500297087
Japan,Yokohama,2016,25.32,17.56,25.59,0.65,3.42,2.43,4.88,402.14,6493.82,106.95,43.1,84.12,East Asia & Pacific,High income,Very High,Good,2010s,0.016466969061498242,0.6862055490425947,2.77,0.2974624060150376
Japan,Yokohama,2016,15.0,8.69,12.5,0.26,3.42,4.77,1.39,496.73,5523.31,112.16,44.48,84.99,East Asia & Pacific,High income,Very High,Good,2010s,0.02030298806547786,0.6951999999999999,3.16,0.17443888824281895
Japan,Yokohama,2016,41.94,25.27,44.88,0.25,2.59,6.56,1.93,634.67,7866.66,121.3,39.65,83.47,East Asia & Pacific,High income,Very High,Good,2010s,0.015417544733758195,0.5630570409982174,2.34,0.49650763584704627
Japan,Yokohama,2016,55.17,35.89,39.34,1.2,1.71,3.06,2.72,470.72,9788.23,108.17,34.15,82.26,East Asia & Pacific,High income,Very High,Moderate,2010s,0.011049898715220708,0.9123029994916115,0.51,0.6626231083353351
Japan,Yokohama,2016,64.61,42.71,70.38,0.17,1.57,6.33,4.57,554.96,8444.31,136.99,36.1,81.8,East Asia & Pacific,High income,Very High,Moderate,2010s,0.016220837364170175,0.6068485365160557,1.4000000000000001,0.7803140096618357
Japan,Yokohama,2016,48.68,24.1,37.72,0.51,1.67,6.32,1.64,419.61,6370.79,97.95,38.13,82.59,East Asia & Pacific,High income,Very High,Good,2010s,0.015372446361226595,0.6389183457051962,1.16,0.5823663117597798
Japan,Yokohama,2016,43.15,29.32,33.57,0.99,1.54,5.43,1.78,536.24,6458.01,110.3,37.15,83.2,East Asia & Pacific,High income,Very High,Good,2010s,0.0170769204568502,0.8733988680369378,0.55,0.5124703087885986
Japan,Yokohama,2016,22.51,14.77,23.17,1.34,2.08,3.04,4.33,705.89,3897.26,121.08,40.99,84.91,East Asia & Pacific,High income,Very High,Good,2010s,0.03106001138969694,0.6374622356495467,0.74,0.2620183913397742
Japan,Yokohama,2016,55.67,24.27,46.41,1.36,3.32,3.45,3.89,867.53,9983.37,135.74,38.63,83.02,East Asia & Pacific,High income,Very High,Moderate,2010s,0.01359524937477277,0.5229476405946994,1.9599999999999997,0.6625803380147585
Japan,Yokohama,2016,38.1,17.25,34.82,0.2,1.41,2.2,3.65,424.62,4464.47,73.84,39.58,83.31,East Asia & Pacific,High income,Very High,Good,2010s,0.01653577339003509,0.4954049396898334,1.21,0.45190368876764325
Japan,Yokohama,2016,43.27,20.43,46.48,0.55,2.64,5.88,4.72,842.67,9492.38,154.32,37.87,83.8,East Asia & Pacific,High income,Very High,Good,2010s,0.016255538069686454,0.4395438898450947,2.09,0.5102594339622643
Japan,Yokohama,2016,42.22,25.36,46.04,1.44,1.54,6.92,2.47,612.46,8450.44,133.13,34.74,83.41,East Asia & Pacific,High income,Very High,Good,2010s,0.015752345162481186,0.5508253692441355,0.10000000000000009,0.5001777040634996
Japan,Yokohama,2016,15.0,7.95,16.24,0.44,3.76,2.79,4.99,457.89,4825.55,131.44,46.03,84.92,East Asia & Pacific,High income,Very High,Good,2010s,0.027232702447918283,0.48953201970443355,3.32,0.17458100558659218
Japan,Yokohama,2016,83.94,34.83,71.14,1.1,2.41,3.34,3.81,208.72,7167.11,105.66,38.97,79.82,East Asia & Pacific,High income,Very High,Moderate,2010s,0.014740287188673165,0.4895979758223222,1.31,1.038604305864885
Japan,Yokohama,2016,71.51,34.25,76.12,0.89,2.4,3.76,3.74,589.76,7262.86,103.76,39.03,81.41,East Asia & Pacific,High income,Very High,Moderate,2010s,0.014284416274542737,0.44994745139253806,1.5099999999999998,0.8677344982405049
Japan,Yokohama,2016,19.11,9.34,19.36,0.14,1.95,6.54,3.25,275.08,2423.02,110.37,43.29,84.28,East Asia & Pacific,High income,Very High,Good,2010s,0.04553180254288331,0.48243801652892565,1.81,0.2240853658536585
Japan,Yokohama,2016,48.13,25.01,52.44,1.19,3.19,4.58,1.54,949.12,8844.32,102.52,39.52,83.69,East Asia & Pacific,High income,Very High,Good,2010s,0.011590309903994428,0.47692601067887114,2.0,0.5683079466288818
Japan,Yokohama,2016,38.19,24.03,41.17,0.87,3.76,4.44,3.91,656.77,9816.71,122.61,40.58,83.77,East Asia & Pacific,High income,Very High,Good,2010s,0.012488655704843594,0.5836774350255041,2.8899999999999997,0.45051315323817387
Japan,Yokohama,2016,17.39,8.08,18.03,1.45,3.38,6.13,1.52,997.04,5549.22,89.89,43.14,85.83,East Asia & Pacific,High income,Very High,Good,2010s,0.016195754402528188,0.44814198557958956,1.93,0.2002764021651503
Japan,Yokohama,2016,15.47,7.69,12.39,1.03,3.67,7.72,1.78,586.31,1548.03,131.03,48.44,85.14,East Asia & Pacific,High income,High,Good,2010s,0.08458841984984151,0.6206618240516546,2.6399999999999997,0.17959136289760855
Japan,Yokohama,2016,15.0,10.45,14.2,1.07,2.82,2.58,1.93,938.6,8229.97,84.12,39.16,85.88,East Asia & Pacific,High income,Very High,Good,2010s,0.010219937625820531,0.7359154929577465,1.7499999999999998,0.17265193370165746
Japan,Yokohama,2016,64.31,27.65,51.82,1.36,1.39,6.48,2.68,779.05,3380.63,97.13,39.41,82.27,East Asia & Pacific,High income,Very High,Moderate,2010s,0.0287228348459175,0.5335777692010807,0.029999999999999805,0.7723069532844963
Japan,Yokohama,2016,42.29,20.18,40.46,0.42,2.5,2.87,3.95,774.81,9404.58,98.44,37.68,83.73,East Asia & Pacific,High income,Very High,Good,2010s,0.010466127554068968,0.4987642115669797,2.08,0.4991148353593768
Japan,Yokohama,2016,89.21,42.81,92.5,0.41,2.6,7.36,1.91,274.59,5207.83,110.8,42.19,79.6,East Asia & Pacific,High income,Very High,Moderate,2010s,0.021271571542937667,0.4628108108108108,2.19,1.1068238213399504
Japan,Yokohama,2016,38.34,15.69,29.43,0.42,3.51,5.99,3.26,308.58,4236.31,115.51,45.87,83.06,East Asia & Pacific,High income,Very High,Good,2010s,0.02726021933726822,0.5331294597349643,3.09,0.45610278372591007
Japan,Yokohama,2016,67.86,30.1,61.19,0.2,3.37,4.32,3.89,352.1,9149.28,119.12,40.77,81.18,East Asia & Pacific,High income,Very High,Moderate,2010s,0.013018180864410707,0.49191044288282404,3.17,0.8257483572645412
Japan,Yokohama,2016,49.35,25.95,35.78,0.68,3.11,5.98,3.71,492.82,6087.52,112.15,42.55,82.7,East Asia & Pacific,High income,Very High,Good,2010s,0.018419911571284975,0.7252655114589156,2.4299999999999997,0.589605734767025
Japan,Yokohama,2016,79.6,32.57,55.9,0.27,2.93,5.63,1.73,225.84,8754.39,124.68,39.75,80.14,East Asia & Pacific,High income,Very High,Moderate,2010s,0.014240370788736996,0.5826475849731664,2.66,0.9810204584668474
Japan,Yokohama,2016,42.59,18.67,37.27,0.43,3.75,5.07,3.46,501.47,7335.27,118.03,43.48,83.16,East Asia & Pacific,High income,Very High,Good,2010s,0.01608855726411378,0.5009390931043735,3.32,0.506059885931559
Japan,Yokohama,2016,15.0,10.46,15.93,0.85,3.95,3.62,3.54,985.01,6716.62,92.29,44.29,85.97,East Asia & Pacific,High income,Very High,Good,2010s,0.01373849666995156,0.6566227244193347,3.1,0.17247326664367024
Japan,Yokohama,2017,31.25,19.25,30.17,1.41,2.36,3.12,4.89,504.36,5853.43,114.01,39.81,83.93,East Asia & Pacific,High income,Very High,Good,2010s,0.019474141803728116,0.6380510440835266,0.95,0.3679500765336159
Japan,Yokohama,2017,46.0,21.48,44.42,1.35,1.25,4.23,4.02,454.68,3101.75,93.03,39.29,82.84,East Asia & Pacific,High income,Very High,Good,2010s,0.029983079526226735,0.48356596127870327,-0.10000000000000009,0.5486641221374046
Japan,Yokohama,2017,34.3,19.26,27.71,0.84,2.22,4.14,3.7,591.24,4312.13,92.08,41.52,83.9,East Asia & Pacific,High income,Very High,Good,2010s,0.021348765281825496,0.6950559364850235,1.3800000000000003,0.40400471142520605
Japan,Yokohama,2017,54.66,37.66,42.55,0.68,3.31,6.36,3.85,907.55,3822.83,137.75,45.42,83.17,East Asia & Pacific,High income,Very High,Moderate,2010s,0.036024091029151405,0.8850763807285547,2.63,0.6494000237614351
Japan,Yokohama,2017,56.84,33.13,43.63,0.23,3.08,3.96,4.14,579.5,4981.09,108.59,44.03,82.37,East Asia & Pacific,High income,Very High,Moderate,2010s,0.021796073535403818,0.7593399037359615,2.85,0.6817800167926112
Japan,Yokohama,2017,55.66,26.82,60.62,0.15,2.07,2.24,1.14,673.36,7040.74,89.53,39.02,82.64,East Asia & Pacific,High income,Very High,Moderate,2010s,0.012714187118524683,0.442428241504454,1.92,0.6654710664753706
Japan,Yokohama,2017,21.1,12.07,22.55,0.2,3.22,3.22,3.69,916.56,1669.27,103.33,47.8,85.43,East Asia & Pacific,High income,High,Good,2010s,0.06186424949259701,0.5352549889135255,3.02,0.2441281962281615
Japan,Yokohama,2017,54.01,26.04,59.23,0.73,1.02,2.44,2.81,515.95,8453.11,107.72,33.87,82.43,East Asia & Pacific,High income,Very High,Moderate,2010s,0.012741731536495266,0.4396420732736789,0.29000000000000004,0.6473690518997962
Japan,Yokohama,2017,15.0,10.25,14.65,0.93,3.5,3.27,2.21,223.48,1782.21,66.56,47.79,84.45,East Asia & Pacific,High income,High,Good,2010s,0.03732594590653933,0.6996587030716723,2.57,0.17554125219426564
Japan,Yokohama,2017,70.48,32.15,53.95,1.35,2.49,6.36,4.63,547.04,1371.37,127.98,44.75,81.4,East Asia & Pacific,High income,High,Moderate,2010s,0.09325473451037258,0.5959221501390175,1.1400000000000001,0.8553398058252427
Japan,Yokohama,2017,47.23,27.0,46.3,0.61,2.75,4.63,2.67,305.48,5879.26,101.85,41.75,82.46,East Asia & Pacific,High income,Very High,Good,2010s,0.017320662691785737,0.5831533477321814,2.14,0.5658998322549724
Japan,Yokohama,2017,51.42,21.36,48.88,0.43,1.09,7.19,2.46,705.5,3236.22,116.26,39.59,82.98,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03591353074551622,0.43698854337152204,0.6600000000000001,0.6122886401524172
Japan,Yokohama,2017,15.0,9.72,13.41,0.97,1.37,6.35,3.36,798.13,2853.14,100.49,40.27,85.6,East Asia & Pacific,High income,Very High,Good,2010s,0.03520850413784888,0.7248322147651007,0.40000000000000013,0.17321016166281755
Japan,Yokohama,2017,35.21,22.17,27.22,0.94,1.19,5.76,2.1,497.88,4690.96,112.26,37.95,83.65,East Asia & Pacific,High income,Very High,Good,2010s,0.023926035175065433,0.8144746509919178,0.25,0.41594802126402836
Japan,Yokohama,2017,70.36,40.24,75.82,0.14,2.25,4.31,2.85,200.25,9483.63,100.7,37.14,80.71,East Asia & Pacific,High income,Very High,Moderate,2010s,0.010617177475557824,0.5307306779213928,2.11,0.8610941133276221
Japan,Yokohama,2017,27.29,16.4,27.18,1.38,1.81,4.73,2.71,699.41,6296.18,99.02,37.77,84.58,East Asia & Pacific,High income,Very High,Good,2010s,0.01572449890268342,0.6033848417954377,0.43000000000000016,0.3188829165692919
Japan,Yokohama,2017,70.36,29.74,72.05,0.11,1.58,6.34,3.43,300.64,7671.1,143.94,36.97,80.91,East Asia & Pacific,High income,Very High,Moderate,2010s,0.018761486424838048,0.41276891047883413,1.47,0.8589915761201319
Japan,Yokohama,2017,90.25,57.8,86.31,0.13,3.76,7.72,1.34,202.36,7518.38,135.24,43.64,79.39,East Asia & Pacific,High income,Very High,Moderate,2010s,0.017985525402360304,0.6696790638396477,3.63,1.1226520711531285
Japan,Yokohama,2017,59.23,27.64,52.14,0.7,1.63,4.54,3.65,888.15,9709.32,119.39,34.48,82.83,East Asia & Pacific,High income,Very High,Moderate,2010s,0.012295166379686766,0.5301112389719985,0.9299999999999999,0.706548968149827
Japan,Yokohama,2017,69.69,31.64,68.09,0.97,3.06,2.13,3.87,332.41,4119.97,84.46,44.09,81.02,East Asia & Pacific,High income,Very High,Moderate,2010s,0.020495174679747725,0.464679101189602,2.09,0.849670811997074
Japan,Yokohama,2017,15.0,6.66,15.39,0.65,3.66,2.14,3.24,324.81,1930.8,98.42,48.4,84.65,East Asia & Pacific,High income,High,Good,2010s,0.05094730303344032,0.4327485380116959,3.0100000000000002,0.17513134851138354
Japan,Yokohama,2017,65.36,39.79,70.95,0.57,1.07,3.66,1.84,360.28,2874.27,100.9,39.78,81.36,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03509235654390718,0.5608174770965468,0.5000000000000001,0.7935891209324915
Japan,Yokohama,2017,15.0,9.06,14.23,1.27,3.43,3.14,1.97,750.12,4759.31,74.94,44.26,85.5,East Asia & Pacific,High income,Very High,Good,2010s,0.015742672220926787,0.6366830639494027,2.16,0.17341040462427745
Japan,Yokohama,2017,53.89,34.06,48.29,0.27,2.48,3.09,2.88,244.24,5802.13,96.44,41.37,81.9,East Asia & Pacific,High income,Very High,Moderate,2010s,0.01661861788379719,0.7053220128390972,2.21,0.6500603136308806
Japan,Yokohama,2017,45.38,19.23,37.39,0.78,1.87,5.59,1.09,877.85,6691.38,94.04,38.13,83.73,East Asia & Pacific,High income,Very High,Good,2010s,0.01405180219891877,0.5143086386734421,1.09,0.5355836185530509
Japan,Yokohama,2017,34.71,14.26,36.45,0.77,1.58,4.98,2.36,959.1,4106.1,120.43,39.87,84.6,East Asia & Pacific,High income,Very High,Good,2010s,0.02932239292931752,0.3912208504801097,0.81,0.40549065420560754
Japan,Yokohama,2017,51.31,22.87,41.22,0.29,3.23,2.13,4.95,694.56,3362.73,102.65,46.05,82.97,East Asia & Pacific,High income,Very High,Moderate,2010s,0.0305167180481192,0.5548277535177099,2.94,0.6110515660354889
Japan,Yokohama,2017,15.0,9.84,13.36,1.49,2.35,2.45,3.63,808.75,5255.72,95.39,40.31,85.62,East Asia & Pacific,High income,Very High,Good,2010s,0.018146296549939885,0.7365269461077845,0.8600000000000001,0.1731701685522974
Japan,Yokohama,2017,41.01,28.68,35.49,1.0,2.12,4.71,3.25,597.5,3839.06,93.64,41.52,81.22,East Asia & Pacific,High income,Very High,Good,2010s,0.024385035650484627,0.8081149619611158,1.12,0.4987837509121868
Japan,Yokohama,2017,97.27,42.7,99.47,0.59,2.48,4.07,3.12,253.93,9506.9,98.46,37.33,79.02,East Asia & Pacific,High income,Very High,Moderate,2010s,0.010355599028176569,0.42927515833919777,1.8900000000000001,1.2155711072231943
Japan,Yokohama,2017,84.46,40.66,62.55,0.32,1.6,5.34,3.67,999.82,9875.92,110.24,34.62,81.37,East Asia & Pacific,High income,Very High,Moderate,2010s,0.011161374193574514,0.6500399680255795,1.28,1.0253733155274978
Japan,Yokohama,2017,30.19,20.2,32.58,0.49,1.81,3.01,3.31,709.27,5560.43,90.22,39.39,81.22,East Asia & Pacific,High income,Very High,Good,2010s,0.016222446385192296,0.620012277470841,1.32,0.36718559961080033
Japan,Yokohama,2017,15.0,6.45,12.54,0.51,1.64,2.77,3.06,731.53,2584.26,85.38,41.82,85.46,East Asia & Pacific,High income,Very High,Good,2010s,0.033025691806626796,0.514354066985646,1.13,0.1734906315058987
Japan,Yokohama,2017,39.5,26.35,35.06,1.11,1.35,3.25,3.53,399.57,4678.51,99.81,38.27,83.17,East Asia & Pacific,High income,Very High,Good,2010s,0.021329156257813318,0.7515687393040502,0.24,0.46928834501603894
Japan,Yokohama,2017,55.08,32.45,50.01,0.89,1.71,3.32,3.75,742.85,9043.56,117.02,35.2,82.81,East Asia & Pacific,High income,Very High,Moderate,2010s,0.012938163935006236,0.6488702259548091,0.82,0.6572008113590263
Japan,Yokohama,2017,19.4,8.33,16.55,1.14,1.26,2.81,1.76,972.0,5437.22,92.36,37.21,85.65,East Asia & Pacific,High income,Very High,Good,2010s,0.016983498277009755,0.5033232628398792,0.1200000000000001,0.2238892094633583
Japan,Yokohama,2017,73.39,50.95,67.75,1.22,3.12,2.88,1.44,495.89,6762.42,72.24,41.37,81.1,East Asia & Pacific,High income,Very High,Moderate,2010s,0.010680986838019817,0.752029520295203,1.9000000000000001,0.8939098660170525
Japan,Yokohama,2017,66.54,28.22,53.9,0.96,2.8,4.99,1.42,567.98,9557.32,114.71,37.9,81.7,East Asia & Pacific,High income,Very High,Moderate,2010s,0.012001062948300539,0.5235621521335807,1.8399999999999999,0.8045949214026603
Japan,Yokohama,2017,59.38,35.24,50.88,1.5,3.92,5.43,3.44,305.51,8176.49,134.46,42.1,81.65,East Asia & Pacific,High income,Very High,Moderate,2010s,0.016442698187341107,0.6926100628930818,2.42,0.7184513006654567
Japan,Yokohama,2017,55.4,32.44,55.61,1.04,3.16,2.61,1.18,527.17,7119.72,78.69,41.32,82.36,East Asia & Pacific,High income,Very High,Moderate,2010s,0.011050848790571739,0.5833483186477252,2.12,0.6645873320537428
Japan,Yokohama,2017,64.75,38.48,52.7,0.88,3.0,7.14,4.51,365.65,4401.02,141.59,43.72,81.41,East Asia & Pacific,High income,Very High,Moderate,2010s,0.03216477889696094,0.7301707779886147,2.12,0.7857056182502123
Japan,Yokohama,2017,71.54,46.18,51.28,0.46,3.15,8.0,4.82,689.02,6306.63,141.23,42.67,81.61,East Asia & Pacific,High income,Very High,Moderate,2010s,0.022390343124121102,0.9005460218408736,2.69,0.8659968526812736
Japan,Yokohama,2017,15.0,9.07,13.62,0.52,3.22,6.63,2.34,802.95,1379.11,118.47,47.75,85.61,East Asia & Pacific,High income,High,Good,2010s,0.0858409836897059,0.6659324522760647,2.7,0.17319016279875304
Japan,Yokohama,2017,15.0,10.13,13.3,0.71,2.37,3.2,1.37,663.17,1919.41,79.16,44.48,85.33,East Asia & Pacific,High income,High,Good,2010s,0.041220364401351794,0.7616541353383459,1.6600000000000001,0.17375188231205838
